Index,CO,NO2,O3,SO2,PM2.5
1257,0.7,21.0,34.0,2.0,63.0
1258,0.7,22.0,36.0,2.0,71.0
1259,0.8,23.0,35.0,2.0,84.0
1260,0.8,23.0,33.0,2.0,89.0
1261,0.9,22.0,29.0,2.0,100.0
1262,0.8,22.0,33.0,2.0,98.0
1263,0.9,21.0,20.0,2.0,100.0
1264,0.1,21.0,16.0,2.0,117.0
1265,0.9,18.0,27.0,2.0,120.0
1266,0.9,15.0,39.0,4.0,107.0
1267,0.8,19.0,61.0,8.0,106.0
1268,0.8,18.0,97.0,15.0,123.0
1269,0.8,18.0,114.0,20.0,116.0
1270,0.8,18.0,122.0,19.0,109.0
1271,0.9,25.0,118.0,20.0,110.0
1272,1.1,39.0,100.0,21.0,129.0
1273,1.1,43.0,96.0,17.0,126.0
1274,1.1,45.0,96.0,17.0,131.0
1275,1.1,37.0,102.0,15.0,119.0
1276,1.1,35.0,93.0,15.0,129.0
1277,1.1,35.0,80.0,10.0,119.0
1278,1.1,43.0,56.0,7.0,131.0
1279,1.1,38.0,58.0,8.0,134.0
1280,1.1,37.0,48.0,6.0,128.0
1281,1.1,26.0,31.0,3.0,141.0
1282,0.8,18.0,15.0,10.0,129.0
1283,0.8,17.0,23.0,6.0,139.0
1284,0.7,19.0,25.0,6.0,129.0
1285,0.9,24.0,46.0,6.0,131.0
1286,1.3,23.0,65.0,5.0,143.0
1287,1.2,23.0,51.0,5.0,135.0
1288,1.3,24.0,32.0,5.0,138.0
1289,1.3,23.0,66.0,4.0,107.0
1290,1.2,18.0,76.0,4.0,88.0
1291,1.1,16.0,86.0,4.0,90.0
1292,1.2,17.0,83.0,5.0,100.0
1293,1.2,17.0,88.0,6.0,91.0
1294,1.2,17.0,89.0,6.0,83.0
1295,1.2,17.0,91.0,6.0,88.0
1296,1.2,16.0,90.0,6.0,80.0
1297,1.3,16.0,83.0,5.0,74.0
1298,1.3,16.0,84.0,4.0,75.0
1299,1.3,15.0,73.0,4.0,85.0
1300,1.3,14.0,62.0,3.0,81.0
1301,1.3,14.0,58.0,3.0,88.0
1302,1.3,13.0,52.0,3.0,81.0
1303,1.3,15.0,36.0,3.0,82.0
1304,1.3,17.0,32.0,3.0,90.0
1305,1.3,15.0,42.0,3.0,82.0
1306,1.0,16.0,53.0,3.0,80.0
1307,0.9,15.0,63.0,3.0,76.0
1308,0.7,10.0,76.0,2.0,34.0
1309,0.6,9.0,73.0,2.0,41.0
1310,0.6,9.0,68.0,2.0,46.0
1311,0.6,8.0,62.0,2.0,40.0
1312,0.6,8.0,61.0,2.0,33.0
1313,0.6,9.0,61.0,2.0,40.0
1314,0.6,8.0,65.0,2.0,43.0
1315,0.6,9.0,72.0,2.0,44.0
1316,0.6,9.0,70.0,2.0,39.0
1317,0.6,9.0,74.0,2.0,44.0
1318,0.7,9.0,77.0,2.0,38.0
1319,1.3,19.0,59.0,2.0,59.0
1320,1.3,18.0,45.0,2.0,63.0
1321,1.4,17.0,41.0,2.0,65.0
1322,1.4,17.0,42.0,2.0,71.0
1323,1.3,18.0,47.0,2.0,70.0
1324,1.3,19.0,41.0,2.0,69.0
1325,1.3,18.0,46.0,2.0,65.0
1326,0.9,17.0,51.0,2.0,60.0
1327,1.0,16.0,45.0,2.0,50.0
1328,0.9,10.0,58.0,2.0,37.0
1329,0.8,10.0,56.0,2.0,37.0
1330,0.8,9.0,55.0,2.0,32.0
1331,0.3,2.0,96.0,2.0,43.0
1332,0.3,2.0,91.0,2.0,12.0
1333,0.4,3.0,90.0,2.0,6.0
1334,0.4,3.0,89.0,2.0,9.0
1335,0.4,5.0,85.0,2.0,9.0
1336,0.3,6.0,81.0,2.0,9.0
1337,0.4,5.0,81.0,2.0,7.0
1338,0.3,4.0,82.0,2.0,4.0
1339,0.3,4.0,81.0,2.0,6.0
1340,0.3,4.0,76.0,2.0,4.0
1341,0.3,6.0,70.0,2.0,5.0
1342,0.3,6.0,65.0,2.0,10.0
1343,0.5,28.0,110.0,9.0,103.0
1344,0.5,27.0,98.0,8.0,105.0
1345,0.6,26.0,81.0,6.0,111.0
1346,0.5,23.0,81.0,6.0,105.0
1347,0.5,22.0,71.0,5.0,105.0
1348,0.5,22.0,67.0,5.0,110.0
1349,0.5,20.0,66.0,5.0,104.0
1350,0.6,18.0,61.0,4.0,107.0
1351,0.7,17.0,59.0,4.0,104.0
1352,0.6,16.0,60.0,5.0,108.0
1353,0.6,16.0,50.0,4.0,105.0
1354,0.6,15.0,57.0,4.0,100.0
1355,0.6,15.0,55.0,5.0,99.0
1356,0.5,14.0,62.0,7.0,66.0
1357,0.5,10.0,97.0,8.0,28.0
1358,0.4,9.0,104.0,9.0,28.0
1359,0.4,8.0,108.0,8.0,27.0
1360,0.3,8.0,106.0,8.0,26.0
1361,0.3,8.0,103.0,8.0,26.0
1362,0.4,10.0,98.0,8.0,31.0
1363,0.4,10.0,93.0,7.0,26.0
1364,0.3,8.0,93.0,6.0,27.0
1365,0.4,9.0,82.0,9.0,21.0
1366,0.2,4.0,90.0,5.0,11.0
1367,0.2,2.0,96.0,2.0,10.0
1368,0.2,2.0,95.0,2.0,11.0
1369,0.2,2.0,96.0,2.0,7.0
1370,0.1,2.0,96.0,2.0,12.0
1371,0.1,2.0,88.0,2.0,6.0
1372,0.1,2.0,91.0,2.0,8.0
1373,0.1,2.0,90.0,2.0,11.0
1374,0.1,2.0,88.0,2.0,14.0
1375,0.1,3.0,86.0,2.0,8.0
1376,0.2,5.0,84.0,2.0,6.0
1377,0.1,4.0,88.0,2.0,13.0
1378,0.1,2.0,95.0,2.0,9.0
1379,0.1,2.0,100.0,2.0,11.0
1380,0.1,2.0,103.0,2.0,10.0
1381,0.1,2.0,103.0,2.0,4.0
1382,0.1,2.0,102.0,2.0,11.0
1383,0.1,2.0,100.0,2.0,14.0
1384,0.1,3.0,99.0,2.0,12.0
1385,0.1,6.0,95.0,2.0,12.0
1386,0.1,2.0,93.0,2.0,14.0
1387,0.2,8.0,83.0,3.0,9.0
1388,0.2,11.0,73.0,3.0,15.0
1389,0.3,13.0,64.0,4.0,17.0
1390,0.2,10.0,62.0,3.0,12.0
1391,0.2,8.0,59.0,2.0,14.0
1392,0.2,10.0,50.0,2.0,9.0
1393,0.2,13.0,45.0,2.0,7.0
1394,0.2,18.0,38.0,3.0,13.0
1395,0.2,18.0,38.0,3.0,12.0
1396,0.1,12.0,44.0,3.0,9.0
1397,0.1,12.0,44.0,3.0,10.0
1398,0.2,11.0,48.0,3.0,7.0
1399,0.2,9.0,52.0,5.0,7.0
1400,0.1,6.0,60.0,4.0,11.0
1401,0.2,4.0,70.0,8.0,4.0
1402,0.1,2.0,88.0,4.0,8.0
1403,0.1,2.0,96.0,3.0,3.0
1404,0.1,2.0,101.0,2.0,4.0
1405,0.1,2.0,102.0,3.0,3.0
1406,0.1,2.0,100.0,2.0,9.0
1407,0.1,3.0,99.0,4.0,9.0
1408,0.2,11.0,90.0,6.0,17.0
1409,0.2,13.0,89.0,5.0,17.0
1410,0.2,16.0,85.0,5.0,17.0
1411,0.2,13.0,89.0,5.0,23.0
1412,0.3,13.0,85.0,6.0,30.0
1413,0.4,14.0,78.0,8.0,33.0
1414,0.8,27.0,59.0,14.0,59.0
1415,1.0,31.0,54.0,17.0,69.0
1416,1.0,25.0,57.0,15.0,62.0
1417,0.9,29.0,46.0,10.0,54.0
1418,0.8,30.0,30.0,6.0,57.0
1419,0.9,22.0,37.0,5.0,50.0
1420,0.8,21.0,38.0,3.0,47.0
1421,0.9,21.0,37.0,4.0,53.0
1422,0.9,26.0,32.0,5.0,62.0
1423,1.0,21.0,42.0,5.0,61.0
1424,0.7,23.0,42.0,9.0,53.0
1425,0.7,23.0,53.0,9.0,49.0
1426,0.7,21.0,74.0,9.0,53.0
1427,0.8,18.0,113.0,12.0,52.0
1428,0.6,13.0,135.0,12.0,53.0
1429,0.5,11.0,135.0,8.0,38.0
1430,0.4,9.0,140.0,6.0,28.0
1431,0.5,11.0,143.0,6.0,27.0
1432,0.4,18.0,133.0,6.0,40.0
1433,0.5,20.0,131.0,7.0,34.0
1434,0.5,20.0,121.0,6.0,33.0
1435,0.5,29.0,99.0,6.0,39.0
1436,0.6,35.0,85.0,8.0,52.0
1437,0.8,35.0,93.0,11.0,66.0
1438,0.7,33.0,67.0,7.0,58.0
1439,0.6,31.0,52.0,4.0,50.0
1440,0.6,29.0,50.0,4.0,48.0
1441,0.7,24.0,60.0,5.0,55.0
1442,0.7,24.0,58.0,5.0,54.0
1443,0.7,23.0,55.0,5.0,51.0
1444,0.7,22.0,47.0,4.0,53.0
1445,0.7,20.0,47.0,3.0,59.0
1446,0.7,20.0,45.0,3.0,53.0
1447,0.7,22.0,44.0,3.0,58.0
1448,0.8,20.0,62.0,7.0,64.0
1449,0.7,18.0,75.0,8.0,64.0
1450,0.7,21.0,82.0,7.0,62.0
1451,0.8,19.0,125.0,13.0,73.0
1452,0.9,22.0,158.0,22.0,104.0
1453,1.0,25.0,183.0,28.0,118.0
1454,1.1,23.0,205.0,26.0,116.0
1455,1.1,29.0,214.0,26.0,135.0
1456,1.2,37.0,218.0,29.0,163.0
1457,1.2,36.0,216.0,27.0,176.0
1458,1.1,35.0,201.0,21.0,155.0
1459,1.0,28.0,188.0,19.0,150.0
1460,1.0,33.0,153.0,20.0,127.0
1461,1.0,28.0,143.0,24.0,122.0
1462,0.9,29.0,127.0,21.0,110.0
1463,0.9,24.0,123.0,18.0,104.0
1464,1.0,26.0,109.0,18.0,107.0
1465,1.0,27.0,96.0,19.0,110.0
1466,1.0,29.0,85.0,19.0,118.0
1467,1.0,31.0,71.0,17.0,116.0
1468,1.0,31.0,68.0,16.0,113.0
1469,1.0,31.0,65.0,15.0,112.0
1470,1.0,34.0,65.0,16.0,122.0
1471,1.0,29.0,60.0,12.0,122.0
1472,1.0,29.0,77.0,16.0,123.0
1473,1.1,30.0,98.0,21.0,134.0
1474,1.2,28.0,113.0,23.0,138.0
1475,1.3,34.0,126.0,32.0,151.0
1476,1.4,44.0,126.0,40.0,174.0
1477,1.4,40.0,128.0,45.0,162.0
1478,1.3,38.0,122.0,42.0,163.0
1479,1.3,41.0,117.0,40.0,159.0
1480,1.4,49.0,110.0,39.0,169.0
1481,1.4,53.0,103.0,35.0,176.0
1482,1.4,52.0,97.0,32.0,179.0
1483,1.4,50.0,89.0,30.0,186.0
1484,1.4,48.0,74.0,27.0,182.0
1485,1.0,43.0,63.0,18.0,126.0
1486,0.6,21.0,92.0,8.0,48.0
1487,0.5,20.0,91.0,6.0,35.0
1488,0.5,19.0,91.0,5.0,34.0
1489,0.5,20.0,94.0,5.0,43.0
1490,0.5,19.0,91.0,4.0,36.0
1491,0.5,14.0,99.0,4.0,46.0
1492,0.5,15.0,91.0,4.0,51.0
1493,0.5,15.0,84.0,4.0,51.0
1494,0.5,17.0,56.0,2.0,56.0
1495,0.5,22.0,45.0,3.0,54.0
1496,0.5,13.0,103.0,5.0,65.0
1497,0.6,17.0,119.0,5.0,63.0
1498,0.6,15.0,131.0,4.0,68.0
1499,0.6,14.0,139.0,3.0,74.0
1500,0.6,15.0,147.0,2.0,75.0
1501,0.6,17.0,151.0,2.0,88.0
1502,0.6,16.0,157.0,2.0,90.0
1503,0.6,14.0,151.0,2.0,76.0
1504,0.6,15.0,136.0,2.0,82.0
1505,0.7,19.0,109.0,2.0,83.0
1506,0.8,20.0,97.0,2.0,96.0
1507,1.1,19.0,90.0,2.0,89.0
1508,1.3,20.0,83.0,2.0,93.0
1509,1.2,22.0,74.0,4.0,98.0
1510,1.3,27.0,54.0,3.0,112.0
1511,0.9,24.0,59.0,3.0,94.0
1512,0.7,20.0,65.0,4.0,76.0
1513,0.5,19.0,63.0,4.0,70.0
1514,0.6,21.0,50.0,5.0,75.0
1515,0.7,26.0,44.0,5.0,73.0
1516,0.8,27.0,41.0,5.0,71.0
1517,0.8,26.0,37.0,5.0,79.0
1518,0.8,23.0,41.0,5.0,89.0
1519,0.8,17.0,69.0,6.0,90.0
1520,0.7,14.0,92.0,5.0,98.0
1521,0.6,10.0,113.0,4.0,92.0
1522,0.5,9.0,124.0,3.0,65.0
1523,0.3,6.0,117.0,2.0,36.0
1524,0.2,5.0,104.0,2.0,9.0
1525,0.1,5.0,105.0,2.0,11.0
1526,0.1,6.0,106.0,2.0,12.0
1527,0.1,6.0,106.0,2.0,3.0
1528,0.2,8.0,104.0,2.0,7.0
1529,0.2,8.0,101.0,2.0,7.0
1530,0.4,17.0,131.0,4.0,44.0
1531,0.6,22.0,148.0,6.0,70.0
1532,0.6,21.0,136.0,6.0,78.0
1533,0.8,22.0,135.0,8.0,105.0
1534,1.1,22.0,128.0,11.0,133.0
1535,1.5,21.0,112.0,14.0,139.0
1536,1.1,17.0,104.0,13.0,93.0
1537,0.8,19.0,81.0,11.0,83.0
1538,0.8,19.0,69.0,12.0,56.0
1539,1.0,20.0,63.0,13.0,47.0
1540,1.0,18.0,62.0,12.0,47.0
1541,0.8,19.0,62.0,11.0,49.0
1542,0.8,21.0,59.0,11.0,46.0
1543,0.6,18.0,63.0,12.0,42.0
1544,0.5,15.0,70.0,10.0,50.0
1545,0.5,16.0,75.0,7.0,43.0
1546,0.6,15.0,79.0,8.0,40.0
1547,0.6,15.0,84.0,8.0,45.0
1548,0.6,16.0,92.0,7.0,41.0
1549,0.6,16.0,104.0,7.0,51.0
1550,0.6,20.0,107.0,7.0,58.0
1551,0.7,23.0,105.0,8.0,71.0
1552,0.7,27.0,99.0,9.0,94.0
1553,0.8,26.0,95.0,7.0,74.0
1554,0.8,28.0,86.0,7.0,86.0
1555,0.9,28.0,79.0,6.0,88.0
1556,0.9,30.0,72.0,7.0,94.0
1557,0.8,25.0,62.0,5.0,89.0
1558,0.8,23.0,56.0,4.0,91.0
1559,0.8,23.0,52.0,4.0,94.0
1560,0.9,24.0,46.0,2.0,95.0
1561,0.7,20.0,44.0,2.0,89.0
1562,0.8,21.0,51.0,3.0,86.0
1563,0.7,21.0,53.0,4.0,86.0
1564,0.6,19.0,59.0,4.0,82.0
1565,0.4,11.0,67.0,2.0,49.0
1566,0.2,8.0,67.0,2.0,23.0
1567,0.3,9.0,71.0,11.0,28.0
1568,0.1,7.0,79.0,4.0,24.0
1569,0.1,6.0,86.0,2.0,8.0
1570,0.1,5.0,92.0,2.0,3.0
1571,0.1,5.0,95.0,2.0,5.0
1572,0.1,6.0,97.0,2.0,3.0
1573,0.1,6.0,99.0,2.0,15.0
1574,0.1,5.0,100.0,2.0,4.0
1575,0.1,5.0,100.0,2.0,3.0
1576,0.1,9.0,92.0,2.0,4.0
1577,0.2,19.0,76.0,2.0,15.0
1578,0.2,27.0,60.0,4.0,21.0
1579,0.3,34.0,47.0,5.0,26.0
1580,0.3,29.0,46.0,4.0,19.0
1581,0.3,28.0,43.0,4.0,25.0
1582,0.2,22.0,38.0,2.0,13.0
1583,0.2,20.0,34.0,2.0,17.0
1584,0.2,22.0,30.0,2.0,10.0
1585,0.2,31.0,22.0,2.0,15.0
1586,0.2,23.0,31.0,2.0,14.0
1587,0.2,28.0,25.0,2.0,10.0
1588,0.1,25.0,29.0,2.0,3.0
1589,0.1,12.0,45.0,2.0,11.0
1590,0.2,15.0,47.0,4.0,9.0
1591,0.2,14.0,55.0,5.0,9.0
1592,0.2,10.0,69.0,5.0,4.0
1593,0.2,8.0,82.0,5.0,14.0
1594,0.2,12.0,88.0,5.0,16.0
1595,0.2,14.0,94.0,3.0,21.0
1596,0.3,13.0,102.0,4.0,34.0
1597,0.3,13.0,108.0,5.0,19.0
1598,0.3,13.0,111.0,5.0,21.0
1599,0.4,17.0,115.0,4.0,30.0
1600,0.3,19.0,113.0,4.0,41.0
1601,0.5,26.0,112.0,4.0,54.0
1602,0.6,29.0,98.0,5.0,57.0
1603,0.6,29.0,82.0,5.0,66.0
1604,0.6,30.0,72.0,6.0,59.0
1605,0.6,29.0,64.0,5.0,59.0
1606,0.6,42.0,45.0,6.0,56.0
1607,0.6,47.0,32.0,5.0,54.0
1608,0.6,34.0,35.0,3.0,62.0
1609,0.8,26.0,36.0,3.0,62.0
1610,0.8,26.0,31.0,3.0,61.0
1611,0.8,26.0,30.0,2.0,60.0
1612,0.7,25.0,29.0,3.0,59.0
1613,0.7,25.0,29.0,3.0,62.0
1614,0.7,23.0,40.0,5.0,63.0
1615,0.7,23.0,51.0,5.0,67.0
1616,0.7,24.0,65.0,6.0,60.0
1617,0.7,21.0,89.0,7.0,67.0
1618,0.7,20.0,110.0,7.0,66.0
1619,0.7,27.0,110.0,8.0,74.0
1620,0.7,33.0,104.0,9.0,82.0
1621,0.7,39.0,94.0,10.0,80.0
1622,0.7,38.0,100.0,8.0,67.0
1623,0.7,56.0,99.0,8.0,86.0
1624,0.7,42.0,114.0,7.0,83.0
1625,0.7,42.0,101.0,7.0,68.0
1626,0.7,41.0,90.0,7.0,70.0
1627,0.6,39.0,78.0,8.0,63.0
1628,0.6,38.0,65.0,9.0,58.0
1629,0.6,43.0,53.0,9.0,59.0
1630,0.6,39.0,43.0,5.0,57.0
1631,0.6,36.0,39.0,4.0,61.0
1632,0.6,33.0,35.0,3.0,57.0
1633,0.6,37.0,34.0,4.0,61.0
1634,0.4,21.0,60.0,3.0,31.0
1635,0.2,5.0,86.0,2.0,3.0
1636,0.2,6.0,88.0,2.0,6.0
1637,0.2,5.0,93.0,2.0,13.0
1638,0.2,5.0,93.0,2.0,3.0
1639,0.2,5.0,94.0,2.0,3.0
1640,0.2,4.0,99.0,2.0,3.0
1641,0.2,4.0,104.0,2.0,3.0
1642,0.2,4.0,108.0,2.0,3.0
1643,0.2,4.0,109.0,2.0,16.0
1644,0.2,4.0,108.0,2.0,5.0
1645,0.2,4.0,107.0,2.0,8.0
1646,0.2,4.0,107.0,2.0,3.0
1647,0.2,4.0,106.0,2.0,3.0
1648,0.2,3.0,104.0,2.0,10.0
1649,0.2,3.0,103.0,2.0,3.0
1650,0.2,3.0,98.0,2.0,16.0
1651,0.2,3.0,97.0,2.0,9.0
1652,0.2,4.0,92.0,2.0,9.0
1653,0.2,4.0,85.0,2.0,20.0
1654,0.2,8.0,70.0,2.0,37.0
1655,0.2,7.0,64.0,2.0,16.0
1656,0.2,8.0,60.0,2.0,11.0
1657,0.2,7.0,55.0,2.0,5.0
1658,0.2,11.0,47.0,2.0,10.0
1659,0.2,16.0,39.0,2.0,7.0
1660,0.2,8.0,50.0,2.0,3.0
1661,0.2,6.0,52.0,2.0,3.0
1662,0.2,9.0,51.0,2.0,3.0
1663,0.2,15.0,48.0,4.0,6.0
1664,0.2,12.0,60.0,3.0,5.0
1665,0.2,10.0,76.0,2.0,16.0
1666,0.2,6.0,94.0,3.0,3.0
1667,0.2,8.0,99.0,3.0,3.0
1668,0.2,7.0,108.0,3.0,10.0
1669,0.2,7.0,112.0,3.0,3.0
1670,0.2,4.0,115.0,2.0,3.0
1671,0.1,2.0,110.0,2.0,3.0
1672,0.1,2.0,105.0,2.0,8.0
1673,0.1,2.0,103.0,2.0,8.0
1674,0.1,2.0,98.0,2.0,3.0
1675,0.1,2.0,92.0,2.0,3.0
1676,0.5,18.0,64.0,6.0,22.0
1677,1.1,36.0,45.0,18.0,62.0
1678,1.2,39.0,38.0,22.0,58.0
1679,1.4,34.0,41.0,24.0,50.0
1680,1.2,28.0,55.0,22.0,49.0
1681,1.1,30.0,53.0,22.0,44.0
1682,1.2,38.0,40.0,20.0,41.0
1683,1.1,33.0,32.0,11.0,41.0
1684,1.2,30.0,25.0,9.0,43.0
1685,1.1,31.0,30.0,12.0,52.0
1686,1.1,27.0,34.0,11.0,49.0
1687,1.1,27.0,45.0,14.0,50.0
1688,1.0,24.0,68.0,14.0,43.0
1689,0.8,18.0,94.0,14.0,50.0
1690,0.7,18.0,109.0,13.0,44.0
1691,0.8,20.0,114.0,14.0,49.0
1692,0.8,21.0,121.0,15.0,51.0
1693,0.9,23.0,129.0,17.0,54.0
1694,1.0,28.0,129.0,17.0,62.0
1695,1.2,31.0,136.0,20.0,73.0
1696,1.4,43.0,121.0,22.0,78.0
1697,1.5,57.0,90.0,22.0,85.0
1698,1.4,58.0,65.0,18.0,68.0
1699,1.2,56.0,52.0,16.0,73.0
1700,1.2,51.0,48.0,14.0,62.0
1701,1.3,51.0,38.0,11.0,61.0
1702,1.2,45.0,40.0,12.0,68.0
1703,1.2,42.0,30.0,7.0,62.0
1704,1.2,41.0,23.0,3.0,58.0
1705,1.2,39.0,18.0,2.0,61.0
1706,1.1,35.0,21.0,3.0,58.0
1707,1.1,38.0,15.0,2.0,40.0
1708,1.1,36.0,15.0,2.0,54.0
1709,1.1,32.0,25.0,4.0,61.0
1710,1.1,28.0,38.0,6.0,64.0
1711,1.1,29.0,52.0,8.0,76.0
1712,1.1,31.0,71.0,10.0,78.0
1713,0.9,25.0,101.0,9.0,62.0
1714,0.4,11.0,126.0,3.0,31.0
1715,0.4,10.0,135.0,3.0,27.0
1716,0.4,13.0,136.0,3.0,33.0
1717,0.4,10.0,128.0,2.0,34.0
1718,0.3,10.0,132.0,2.0,14.0
1719,0.3,11.0,128.0,2.0,29.0
1720,0.3,20.0,125.0,2.0,24.0
1721,0.3,21.0,109.0,2.0,26.0
1722,0.3,20.0,100.0,2.0,19.0
1723,0.3,25.0,85.0,2.0,20.0
1724,0.3,18.0,84.0,2.0,19.0
1725,0.3,18.0,76.0,2.0,20.0
1726,0.3,17.0,68.0,2.0,15.0
1727,0.3,17.0,63.0,2.0,14.0
1728,0.3,17.0,62.0,2.0,26.0
1729,0.3,19.0,56.0,2.0,13.0
1730,0.3,18.0,49.0,2.0,18.0
1731,0.3,21.0,43.0,2.0,19.0
1732,0.3,20.0,43.0,2.0,20.0
1733,0.4,18.0,46.0,2.0,11.0
1734,0.3,19.0,53.0,3.0,26.0
1735,0.3,17.0,62.0,2.0,27.0
1736,0.3,14.0,78.0,2.0,25.0
1737,0.3,12.0,95.0,2.0,12.0
1738,0.3,7.0,119.0,2.0,19.0
1739,0.3,8.0,125.0,2.0,14.0
1740,0.3,9.0,132.0,2.0,21.0
1741,0.3,6.0,134.0,2.0,7.0
1742,0.3,5.0,132.0,2.0,10.0
1743,0.2,5.0,131.0,2.0,11.0
1744,0.2,5.0,130.0,2.0,15.0
1745,0.3,6.0,125.0,2.0,13.0
1746,0.3,12.0,115.0,2.0,19.0
1747,0.4,17.0,108.0,2.0,26.0
1748,0.4,25.0,86.0,2.0,12.0
1749,0.3,13.0,80.0,2.0,13.0
1750,0.3,11.0,80.0,2.0,9.0
1751,0.3,12.0,77.0,2.0,18.0
1752,0.3,19.0,59.0,2.0,19.0
1753,0.2,12.0,71.0,2.0,14.0
1754,0.2,12.0,64.0,2.0,17.0
1755,0.2,7.0,67.0,2.0,10.0
1756,0.2,8.0,62.0,2.0,13.0
1757,0.3,14.0,53.0,3.0,13.0
1758,0.3,15.0,53.0,4.0,18.0
1759,0.3,12.0,62.0,6.0,24.0
1760,0.5,13.0,64.0,17.0,19.0
1761,0.5,13.0,77.0,18.0,22.0
1762,1.1,24.0,98.0,25.0,50.0
1763,2.0,42.0,106.0,41.0,95.0
1764,1.6,36.0,121.0,34.0,89.0
1765,1.3,26.0,142.0,25.0,96.0
1766,1.1,22.0,158.0,19.0,92.0
1767,1.1,20.0,170.0,17.0,102.0
1768,1.1,21.0,163.0,20.0,105.0
1769,1.0,24.0,153.0,19.0,99.0
1770,1.1,26.0,135.0,17.0,106.0
1771,1.1,26.0,122.0,17.0,119.0
1772,1.1,24.0,114.0,18.0,115.0
1773,1.1,22.0,104.0,14.0,120.0
1774,1.1,22.0,96.0,12.0,117.0
1775,1.1,24.0,87.0,11.0,117.0
1776,1.1,26.0,70.0,7.0,121.0
1777,1.1,32.0,53.0,6.0,120.0
1778,1.1,26.0,54.0,3.0,120.0
1779,1.1,25.0,50.0,3.0,125.0
1780,1.1,23.0,40.0,2.0,117.0
1781,1.1,22.0,33.0,2.0,121.0
1782,1.1,23.0,46.0,4.0,134.0
1783,1.2,28.0,62.0,7.0,140.0
1784,1.3,31.0,93.0,16.0,164.0
1785,1.3,24.0,138.0,20.0,164.0
1786,0.7,10.0,143.0,10.0,75.0
1787,0.9,21.0,139.0,10.0,94.0
1788,1.0,27.0,146.0,12.0,124.0
1789,0.9,26.0,147.0,11.0,126.0
1790,0.8,34.0,130.0,7.0,113.0
1791,0.7,28.0,132.0,4.0,98.0
1792,0.5,17.0,115.0,2.0,61.0
1793,0.5,21.0,112.0,3.0,68.0
1794,0.4,9.0,110.0,2.0,50.0
1795,0.3,4.0,100.0,2.0,14.0
1796,0.3,4.0,98.0,2.0,3.0
1797,0.3,4.0,99.0,2.0,4.0
1798,0.2,4.0,98.0,2.0,8.0
1799,0.3,4.0,97.0,2.0,21.0
1800,0.2,2.0,103.0,2.0,32.0
1801,0.1,2.0,106.0,2.0,27.0
1802,0.2,2.0,99.0,2.0,14.0
1803,0.2,2.0,100.0,2.0,7.0
1804,0.2,2.0,93.0,2.0,3.0
1805,0.2,2.0,93.0,2.0,11.0
1806,0.2,2.0,94.0,2.0,3.0
1807,0.2,2.0,92.0,2.0,3.0
1808,0.2,2.0,92.0,2.0,17.0
1809,0.2,2.0,97.0,2.0,3.0
1810,0.2,2.0,99.0,2.0,3.0
1811,0.2,2.0,99.0,2.0,3.0
1812,0.2,2.0,102.0,2.0,5.0
1813,0.2,2.0,101.0,2.0,7.0
1814,0.2,2.0,101.0,2.0,10.0
1815,0.2,2.0,103.0,2.0,10.0
1816,0.2,2.0,101.0,2.0,11.0
1817,0.2,2.0,99.0,2.0,13.0
1818,0.1,2.0,94.0,2.0,13.0
1819,0.1,2.0,87.0,2.0,17.0
1820,0.2,3.0,84.0,2.0,8.0
1821,0.2,3.0,80.0,2.0,12.0
1822,0.2,4.0,69.0,2.0,24.0
1823,0.1,4.0,71.0,2.0,6.0
1824,0.1,6.0,64.0,2.0,9.0
1825,0.1,6.0,60.0,2.0,20.0
1826,0.1,9.0,51.0,2.0,11.0
1827,0.2,14.0,39.0,3.0,9.0
1828,0.3,15.0,41.0,6.0,22.0
1829,0.7,27.0,42.0,16.0,17.0
1830,0.6,23.0,56.0,14.0,34.0
1831,0.5,22.0,58.0,12.0,21.0
1832,0.5,21.0,62.0,11.0,28.0
1833,0.5,23.0,56.0,10.0,34.0
1834,0.7,27.0,52.0,12.0,37.0
1835,0.7,25.0,60.0,12.0,33.0
1836,0.8,23.0,68.0,11.0,42.0
1837,0.8,25.0,67.0,12.0,33.0
1838,0.8,28.0,61.0,12.0,42.0
1839,0.8,32.0,54.0,12.0,45.0
1840,0.8,37.0,46.0,13.0,43.0
1841,0.9,44.0,35.0,13.0,48.0
1842,0.9,43.0,32.0,11.0,47.0
1843,0.9,44.0,26.0,10.0,48.0
1844,0.9,41.0,20.0,7.0,51.0
1845,0.8,33.0,13.0,4.0,41.0
1846,0.7,31.0,12.0,3.0,39.0
1847,0.8,39.0,3.0,3.0,45.0
1848,0.8,40.0,2.0,2.0,44.0
1849,0.8,26.0,51.0,9.0,53.0
1850,0.3,12.0,82.0,3.0,22.0
1851,0.2,6.0,95.0,2.0,3.0
1852,0.2,6.0,102.0,2.0,20.0
1853,0.2,5.0,107.0,2.0,14.0
1854,0.2,5.0,109.0,2.0,6.0
1855,0.2,5.0,94.0,2.0,7.0
1856,0.2,5.0,90.0,2.0,8.0
1857,0.2,5.0,87.0,2.0,5.0
1858,0.2,5.0,84.0,2.0,5.0
1859,0.2,4.0,76.0,2.0,7.0
1860,0.2,12.0,58.0,3.0,9.0
1861,0.2,8.0,78.0,2.0,10.0
1862,0.2,6.0,93.0,2.0,18.0
1863,0.2,4.0,112.0,2.0,8.0
